-13.1436,-9.08474
-13.1207,-9.0778
-13.1131,-9.07549
-13.1054,-9.07318
-13.0978,-9.07087
-13.0718,-9.06855
-13.0459,-9.06624
-13.0199,-9.06393
-12.9939,-9.06162
-12.968,-9.05931
-12.942,-9.057
-12.916,-9.05468
-12.8901,-9.05237
-12.8641,-9.05006
-12.8381,-9.04775
-12.8121,-9.04544
-12.7862,-9.04313
-12.7602,-9.04081
-12.7342,-9.0385
-12.7083,-9.03619
-12.6823,-9.03388
-12.6563,-9.03157
-12.612,-9.02926
-12.5677,-9.02694
-12.5234,-9.02463
-12.4791,-9.02232
-12.4348,-9.02001
-12.3905,-9.0177
-12.3462,-9.01539
-12.3019,-9.01307
-12.2576,-9.01076
-12.2133,-9.00845
-12.169,-9.00614
-12.1247,-9.00383
-12.0804,-9.00152
-12.0361,-8.9992
-11.9918,-8.99689
-11.9475,-8.99458
-11.9032,-8.97394
-11.8589,-8.95329
-11.8146,-8.93264
-11.7703,-8.912
-11.726,-8.89135
-11.6817,-8.87071
-11.6374,-8.85006
-11.5931,-8.82942
-11.5488,-8.80877
-11.5045,-8.78813
-11.4602,-8.76748
-11.4158,-8.74684
-11.3715,-8.72619
-11.3272,-8.70555
-11.2829,-8.6849
-11.2386,-8.66426
-11.1943,-8.64361
-11.15,-8.62297
-11.1057,-8.60232
-11.0614,-8.58168
-11.0171,-8.56103
-10.9728,-8.54039
-10.9285,-8.51974
-10.8842,-8.4991
-10.8399,-8.47845
-10.7956,-8.45781
-10.7513,-8.43716
-10.707,-8.41652
-10.6627,-8.39587
-10.6184,-8.37523
-10.5741,-8.35458
-10.5298,-8.33394
-10.4855,-8.31329
-10.4412,-8.29265
-10.3785,-8.272
-10.3311,-8.25635
-10.2836,-8.2407
-10.2361,-8.22505
-10.1886,-8.20939
-10.1411,-8.19374
-10.0936,-8.17809
-10.0461,-8.16244
-9.99865,-8.14679
-9.95116,-8.13113
-9.90368,-8.11548
-9.85619,-8.09983
-9.8087,-8.08418
-9.74288,-8.06853
-9.69424,-8.05696
-9.64559,-8.04539
-9.59695,-8.03383
-9.54831,-8.02226
-9.49967,-8.01069
-9.45102,-7.99913
-9.40238,-7.98756
-9.35374,-7.97599
-9.30509,-7.96442
-9.25645,-7.95286
-9.20781,-7.94129
-9.15916,-7.92972
-9.11052,-7.91816
-9.04354,-7.90659
-8.99427,-7.89808
-8.945,-7.88957
-8.89573,-7.88106
-8.84646,-7.87255
-8.79719,-7.86404
-8.74792,-7.85553
-8.69865,-7.84702
-8.64938,-7.83852
-8.60011,-7.83001
-8.55084,-7.8215
-8.50157,-7.81299
-8.4523,-7.80448
-8.40303,-7.79597
-8.35375,-7.78746
-8.30448,-7.77895
-8.25521,-7.77044
-8.20594,-7.76193
-8.15667,-7.75342
-8.1074,-7.74491
-8.0398,-7.73641
-7.99019,-7.73016
-7.94058,-7.72392
-7.89097,-7.71767
-7.84136,-7.71143
-7.79175,-7.70518
-7.74215,-7.69894
-7.69254,-7.6927
-7.64293,-7.68645
-7.59332,-7.68021
-7.54371,-7.67396
-7.4941,-7.66772
-7.44449,-7.66148
-7.39488,-7.65523
-7.34528,-7.64899
-7.29567,-7.64274
-7.24606,-7.6365
-7.19645,-7.63025
-7.14684,-7.62401
-7.09723,-7.61777
-7.04762,-7.61152
-6.99801,-7.60528
-6.94841,-7.59903
-6.8988,-7.59279
-6.84919,-7.58654
-6.79958,-7.5803
-6.74997,-7.57406
-6.70036,-7.56781
-6.65075,-7.56157
-6.60115,-7.55532
-6.55154,-7.54908
-6.50193,-7.54284
-6.45232,-7.53659
-6.38438,-7.53035
-6.33459,-7.52577
-6.2848,-7.52119
-6.23501,-7.51662
-6.18522,-7.51204
-6.13543,-7.50747
-6.08564,-7.50289
-6.03584,-7.49831
-5.98605,-7.49374
-5.93626,-7.48916
-5.86814,-7.48459
-5.81825,-7.48123
-5.76837,-7.47788
-5.71848,-7.47453
-5.66859,-7.47118
-5.6187,-7.46783
-5.56881,-7.46448
-5.51893,-7.46113
-5.46904,-7.45778
-5.41915,-7.45442
-5.36926,-7.45107
-5.31938,-7.44772
-5.26949,-7.44437
-5.2196,-7.44102
-5.16971,-7.43767
-5.11983,-7.43432
-5.06994,-7.43097
-5.02005,-7.42761
-4.97016,-7.42426
-4.92028,-7.42091
-4.87039,-7.41756
-4.8205,-7.41421
-4.77061,-7.41086
-4.72072,-7.40751
-4.67084,-7.40416
-4.62095,-7.4008
-4.57106,-7.39745
-4.52117,-7.3941
-4.47129,-7.39075
-4.4214,-7.3874
-4.37151,-7.38405
-4.32162,-7.3807
-4.27174,-7.37735
-4.22185,-7.374
-4.17196,-7.37064
-4.12207,-7.36729
-4.07219,-7.36394
-4.0223,-7.36059
-3.97241,-7.35724
-3.92252,-7.35389
-3.87263,-7.35054
-3.82275,-7.34719
-3.77286,-7.34383
-3.72297,-7.34048
-3.67308,-7.33713
-3.6232,-7.33378
-3.57331,-7.33043
-3.52342,-7.32708
-3.47353,-7.32373
-3.42365,-7.32038
-3.37376,-7.31702
-3.32387,-7.31367
-3.27398,-7.31032
-3.22409,-7.30697
-3.17421,-7.30362
-3.12432,-7.30027
-3.07443,-7.29692
-3.02454,-7.29357
-2.97466,-7.29022
-2.92477,-7.28686
-2.87488,-7.28351
-2.82499,-7.28016
-2.77511,-7.27681
-2.72522,-7.27346
-2.67533,-7.27011
-2.62544,-7.26676
-2.57556,-7.26341
-2.52567,-7.26005
-2.47578,-7.2567
-2.42589,-7.25335
-2.376,-7.25
-2.32612,-7.24665
-2.27623,-7.2433
-2.22634,-7.23995
-2.17645,-7.2366
-2.12657,-7.23324
-2.07668,-7.22989
-2.02679,-7.22654
-1.9769,-7.22319
-1.92702,-7.21984
-1.87713,-7.21649
-1.82724,-7.21314
-1.77735,-7.20979
-1.72747,-7.20643
-1.67758,-7.20308
-1.62769,-7.19973
-1.5778,-7.19638
